Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,FYTD,JUN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2.0
2020,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2042.0
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,780.0
2019,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,64.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1904.0
2021,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,60046.0
2019,FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,209.0
2021,FYTD,OCT,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1.0
2019,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2870.0
2020,FYTD,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,7.0
2021,FYTD,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,554.0
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,1.0
2019,FYTD,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,69.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,69.0
2021,FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,60.0
2019,FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1952.0
2020,FYTD,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,54.0
2019,FYTD,JUL,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,11.0
2019,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,129.0
2020,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,35.0
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,12130.0
2019,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,50.0
2020,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,4.0
2021,FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,60.0
2019,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2116.0
2019,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1602.0
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,4.0
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,11010.0
2019,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1757.0
2021,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,408.0
2021,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,39.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,15.0
2020,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2093.0
2021,FYTD,SEP,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,4.0
2021,FYTD,JUN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1599.0
2019,FYTD,MAY,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0.0
2021,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,43.0
2020,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,849.0
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,15.0
2021,FYTD,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,460.0
2020,FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,91.0
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,69.0
2019,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,3830.0
2020,FYTD,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,72.0
2019,FYTD,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,232.0
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1821.0
2021,FYTD,MAY,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,257.0
2019,FYTD,NOV,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,90.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,86.0
2020,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2810.0
2019,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,22828.0
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,1599.0
2020,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,8.0
2020,FYTD,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,2.0
2021,FYTD,JUL,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,11.0
2019,FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2496.0
2020,FYTD,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,705.0
2021,FYTD,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,93.0
2020,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,29.0
2020,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,941.0
2019,FYTD,SEP,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,168.0
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,15388.0
2021,FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,8234.0
2020,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,61.0
2019,FYTD,MAY,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,266.0
2020,FYTD,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,31081.0
2021,FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,17.0
2021,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,1.0
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2068.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2535.0
2020,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2872.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6.0
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,1.0
2019,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,4552.0
2020,FYTD,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,13.0
2019,FYTD,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,192.0
2020,FYTD,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,15.0
2020,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,92.0
2019,FYTD,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2805.0
2019,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,81.0
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,5225.0
2020,FYTD,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2.0
2019,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,5221.0
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,1.0
2021,FYTD,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1714.0
2019,FYTD,JUL,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,0.0
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,798.0
2019,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,20913.0
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,345.0
2020,FYTD,OCT,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,254.0
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,10.0
2021,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,101.0
2019,FYTD,DEC,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0.0
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,31.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,9.0
2019,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,681.0
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,9.0
2021,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,3189.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,240.0
2021,FYTD,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,12550.0
2019,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,3821.0
2020,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,20.0
2020,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,14830.0
2021,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,62.0
2020,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,442.0
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,21.0
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,9.0
2019,FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,9.0
2021,FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,15186.0
2019,FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,5968.0
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2483.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,36.0
2020,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,49.0
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,1.0
2019,FYTD,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,59.0
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,12.0
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,736.0
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1.0
2021,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,41.0
2020,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,28.0
2019,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,913.0
2021,FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,112.0
2021,FYTD,JUL,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2057.0
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1.0
2019,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,752.0
2021,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4270.0
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,2.0
2019,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1540.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1534.0
2019,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8.0
2021,FYTD,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1901.0
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,18.0
2019,FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2580.0
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,232.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,42.0
2020,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,443.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1001.0
2019,FYTD,MAR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,3.0
2021,FYTD,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,50543.0
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,836.0
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,819.0
2019,FYTD,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,67.0
2021,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,23.0
2021,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,405.0
2020,FYTD,SEP,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2367.0
2021,FYTD,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,193.0
2021,FYTD,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2.0
2021,FYTD,SEP,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,40.0
2019,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2117.0
2021,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5955.0
2019,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0.0
2021,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,659.0
2021,FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,420.0
2019,FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,973.0
2021,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,90.0
2021,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,35.0
2020,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2.0
2020,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,128.0
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,544.0
2019,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3597.0
2019,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,33202.0
2019,FYTD,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,7.0
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1757.0
2020,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,2.0
2019,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3218.0
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,494.0
2019,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,7167.0
2020,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,53.0
2021,FYTD,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,15167.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,14.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,74.0
2020,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,31.0
2020,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,55.0
2020,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0.0
2019,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1743.0
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1276.0
